,PSV,IF,IGL,LT,INC,ADP,VISl6a,DCO,VCO,ISN,KF,LC,LGd,LGv,LAV,APN,SUV,LPO,RT,AVP,VISpl2/3,AVPV,MA,BLAp,SG,SGN,SPFp,SPVI,MPO,ENTm1,SUT,ENTm2,ACVII,NDB,V,NOT,VAL,VI,ENTm3,VM,VLPO,VPL,ENTm5,VPM,ZI,PARN,VISpl4,VISpl5,VISal2/3,ENTl,RSPagl2/3,VISl2/3,PO,GPe,POL,GPi,MGm,PS,DG-mo
VPM,0.00460099654713761,0.0006239626778700104,0.003010296266666962,0.0007613179212609023,0.0013535330999389834,2.5988774447610056e-10,0.04421618169470043,0.0016227924512256934,0.0020270867789420944,7.30761518677462e-05,0.0017329065800308705,0.001167743175341458,0.05903699773106521,0.0048936832756821475,2.7680003445355518e-05,0.0033639738912127266,5.224334582004431e-05,0.0003355110219708925,0.25913714694649215,0.00012335869530287553,0.0016276077475320732,0.0005382105338405565,0.000722955296034764,0.0006049613702546458,0.00029362008817889585,0.0014470647158380796,0.011623108033732127,0.0010760665430221005,0.00021476971789314862,0.0038379743214463327,0.003207037933617186,0.0008779835595122518,0.00026876133901843963,0.01065075647662169,0.00016922097859737548,0.0021870678921707388,0.18336854722550272,2.7529688312838472e-05,2.6485925873847298e-05,0.050286975536856765,0.004214938600710017,0.3848799531899053,8.38675619045131e-05,0.5979661841421757,0.0054118950713385496,0.0003411909907571431,0.007275301839084756,0.0040470868277377725,0.032908010862804246,0.001180101277958673,0.0074812771532257365,0.0406190888802939,0.2350485968233033,0.09178159983722484,0.005572733024684131,0.012126524390304259,0.009558234439581727,9.774039422143717e-05,0.00914196853183398
ZI,0.002376865125562035,0.04577452887263881,0.027383202757784122,0.04857588237717805,0.2301983251265224,0.05661232160107698,5.6747758887631003e-05,0.00015351835250451018,7.239294540635718e-05,0.0033485702351347324,0.023880715937194683,0.03681923730975673,0.0038978370923266194,0.023430412126131197,0.00024970060990026874,0.40806135127492615,0.0003297918403316006,0.07977602719761509,0.03821300645233677,0.06768156053119538,0.00014078991649802637,0.035012808620862104,0.022082920633466032,0.007796998546278604,0.03673132027470942,0.028674349615247948,0.5567796213491661,0.0014036912342970313,0.07551332419041969,0.0007171506463256108,0.053183766933132356,0.0006162676222386111,0.069630754593381,0.054026015104852644,0.012380740734286194,0.028264159487367015,0.13387703358035674,0.011741435096032276,0.00040098448018765966,0.23807801311389773,0.0524730605836907,0.10598847555078353,0.0007631582392077239,0.05766553398408965,0.5799235419681819,0.02468518344490678,3.075660782892052e-05,6.396921570956722e-05,3.2673294174160265e-06,0.0015936385473400588,0.0010996884213615153,8.659091670386786e-06,0.14908365367138543,0.47357302568811194,0.12042012629478027,0.5909304427219121,0.0938143603326883,0.0640814980675796,0.007627541593007523
PARN,0.18158766775433074,0.005390013283201921,0.00044015595701424006,0.003199178393997066,0.11848268109357493,0.001676786419919818,4.596430872428158e-06,0.015508900790268362,0.01928698981299884,0.73946825545552,0.33134282984051894,0.10872149052709132,0.00027144441276478017,0.0006423635853193927,0.2649616471543931,0.039632607695595116,0.09478141797395159,0.0038727603019918524,0.0014964974794427844,0.003607267767442253,0.00014925509326397065,0.006619722528585017,0.0009156947796199097,4.002893441841779e-05,0.016418263431286075,0.00518134472299071,0.07153176243078824,0.20495606422779658,0.002388939146907265,0.002147909642281696,0.5236620751440894,0.0005998947673923785,0.7254189085637821,0.01832489138140883,0.5432794048489956,0.0017834178647926173,0.014328356709863939,0.29741211870895656,9.688961272192258e-05,0.017218143315204923,0.007211523672689074,0.015108108724561472,0.00016777788155955035,0.014551059605433785,0.028797010286434756,0.6450666788014997,5.540801120967537e-07,2.5757914187472973e-05,1.3758419705675209e-05,0.0005590859700080911,6.0345085567573717e-05,9.68355521587195e-06,0.02115357827813878,0.0007637304559178937,0.023411961569718552,0.0031602102754163942,0.01890904752253794,0.0038220114304432676,0.0067768660492594475
VISpl4,2.3712678389437206e-06,5.512927198772969e-06,0.01302330370154861,0.0029909028605968717,1.25338634355184e-07,5.855021759327473e-08,0.03986982857225057,4.275705193017523e-05,9.847553141467666e-05,2.0260371730726123e-35,4.488950776960304e-06,4.998458780589474e-06,0.010876932001797084,0.011452340574296362,2.721312223365919e-08,0.0018276422565821184,5.702686869495443e-09,1.50028141745344e-06,0.0019036190056696948,1.835901350139299e-07,0.02834128838619227,8.869705280965039e-05,1.9206200823007235e-06,5.818056758737009e-05,3.396099817504346e-11,0.002049583537554267,7.57608456019833e-05,7.978985503250372e-07,7.291605513192537e-07,0.0004461826826003767,5.759716764450824e-08,0.0011269138211499042,1.410015335617144e-10,0.00027405904840929984,3.5532866630333675e-09,0.00961960132315007,5.213760492607121e-05,1.3808949516672991e-06,0.0005951495839083165,1.8947732715966432e-05,0.0001997962534559627,0.00033801378045696974,0.0008279227230144145,0.00023616469886746035,0.0001630111776179728,1.3054966098332737e-05,0.06663568059340845,0.03363801273193957,0.011371444537460517,0.001602382933925557,0.006774815375832658,0.03006409134530492,0.00010630298256940832,0.00012776634672040558,0.0017367065395616972,2.2359411282239786e-05,0.0007608639615728507,1.9767176829702657e-13,0.0006197275396037739
VISpl5,1.818051320947116e-05,3.736358117864432e-05,0.08579079084637034,0.01921923800765743,8.213828479622641e-07,5.038492332837182e-07,0.25811188245545297,0.00031329947771428426,0.0007413673725492042,4.970390227692043e-32,3.322740054951639e-05,3.723704743766616e-05,0.07117270586975974,0.07457520547000336,2.9196794677220526e-07,0.012043235200790203,6.119166550561038e-08,1.008898831059319e-05,0.01243774562295235,1.690256328076983e-06,0.18975324544913924,0.0006756834776109755,1.2550465839055454e-05,0.0003735292785973212,3.218355178063632e-10,0.013075564262872442,0.0004949307195301726,6.127913118785467e-06,4.871854280204097e-06,0.0029023754122564976,3.601624713000782e-07,0.0071028478760922316,9.168551145312982e-10,0.0020261046885822432,3.330336937532616e-08,0.06180305636897289,0.0003495726258432569,1.0650884010250874e-05,0.0038315069317123016,0.00012580493237829773,0.0015173124607021958,0.0022015800084847236,0.005473400512312148,0.0015469794345564713,0.0010565079141096573,0.00010038945950517999,0.4576209268997808,0.23057568289676675,0.07268964578203166,0.010094909719113278,0.04363546942500088,0.19538980783850363,0.0006980375004609865,0.000818575241870954,0.011129596472951557,0.00015894195938855036,0.004862838087883116,1.4452559499333957e-11,0.004191064667267296
VISal2/3,0.0005404607437736173,0.00026555163007365237,0.09347127941525435,0.065365382043409,0.003568232406758688,3.809699865388919e-09,0.21735169168219814,0.0005987017940952057,0.000473772377079857,4.0919344884149925e-10,0.0015939886181805768,0.001677717402968909,0.05828968679277863,0.05899817303108525,8.86754841516638e-05,0.05212485192494455,9.84267049427901e-05,1.6815706977339366e-05,0.020214745146326974,1.2001310533679685e-06,0.05297380168157862,0.00016384889755454698,2.843238986183584e-06,4.052440739783184e-05,0.004479489363719828,0.0680046103988503,0.017834669623011404,0.0005110208557284536,5.3560640364062944e-06,0.0012379837430852316,0.00043393227632667627,0.0019042110058239887,0.001100684637684806,0.0010989828131814055,3.789860310790024e-05,0.06998183161527152,0.005713056850988231,0.00035534260125596117,0.0007972174799894352,0.0027627975176574113,0.00040714315848745146,0.0152963280243579,0.0015171151368575612,0.008739318310928711,0.015644884369383116,0.0002362427068958027,0.04311112779114678,0.043323887756232915,0.25030991032100447,0.0036827110476605083,0.022769488631988636,0.20825564222967177,0.008915811127366514,0.0025500889921471334,0.06199982846160982,0.00040985092806134496,0.04172714571149197,4.269446527157892e-17,0.0015648577351396287
ENTl,5.5429484575007826e-05,0.0016653095848320413,0.01072658638612009,0.04404846986627774,8.295850315864211e-05,0.03822622418112457,0.4981828421985971,0.0017393408139511127,0.0022808627269767776,0.0,9.381565944903616e-05,0.0028130407623583693,0.01274138790892327,0.016531804931802462,8.902861517673128e-05,0.005091692462013002,0.0003932981630367233,0.07436733699488805,0.033515984154665716,0.0515045688728156,0.5904150019727498,0.02413670685678073,0.4598320892161563,1.762849057841689,3.314701393538915e-05,0.04593720815600458,0.027399374247866225,0.00012885084919460872,0.051158342708063645,1.04519829217525,6.837133928760049e-06,1.5721839993740756,0.0,0.316433545387695,6.323572055722752e-07,0.00265409583769029,0.0038225646506278247,0.00023505671992933984,1.008136207723543,0.009748931278270355,0.09915413169717446,0.0116874824014178,0.9399955461945292,0.004480481635717354,0.01886902248522791,0.00010825987136809279,0.29632563845035,0.3607895395306121,0.4408749275129038,3.2105532492431728,0.18137798498890423,0.49863166073504017,0.014665884851961054,0.04519420259999271,0.05594660260886727,0.006779728349170957,0.019148207360371528,0.05718383426206383,1.0273469513927436
RSPagl2/3,0.00017501399012649404,0.00020973702960819262,0.1168476247212408,0.05921075950300255,0.017149652690550667,1.2934701338207899e-09,0.23217269102222832,0.0006975851290919842,0.0006105979735604939,2.7243615066991618e-06,0.0006963042890813113,0.004390923132375346,0.11113116210971863,0.13151999714499704,6.476310441951858e-05,0.109477522421437,0.00044239049239913007,0.00046837757216173294,0.08795899971547885,0.000138476332358739,0.0726293692705569,8.624392110473072e-05,0.00014187800717201216,7.371477793777498e-05,0.017024808941723778,0.02540568465257688,0.058321622148864195,0.0004178644137459977,0.00013437863608020307,0.0010919639990096164,0.00040751344433761767,0.0011728000540590184,0.0005643517750429376,0.003524348767894251,5.72453043605075e-05,0.09447624932508007,0.029464886305406345,0.0006450811156071824,0.0016806968824699794,0.024948648000454484,0.0003644953796419688,0.0815715678399347,0.009017829470519404,0.011327161104738798,0.07929460256725702,0.0002551161872177129,0.07881169220480316,0.11157377436201829,0.09144115880051097,0.0041749597855732035,0.2273008240951153,0.09108804677825208,0.026654619496107503,0.006891083762335125,0.07676256525597615,0.002921585743750736,0.04800409641740961,0.0001006778960802692,0.007309249666794951
VISl2/3,4.1503078304741386e-05,5.183850411578858e-05,0.13319012904106514,0.04864231054719836,0.00023243686704065898,3.014909798468015e-07,0.40018334529406696,0.000345915671018383,0.0003831287139414961,5.891668827789042e-16,0.00012703450853885617,0.0002720638863891927,0.1171797389599204,0.10865946502315968,1.6410884685279265e-05,0.036783341160090674,3.9478209456461524e-05,1.5163922469848047e-05,0.024335786537204376,1.3688538252414281e-06,0.16231038673823456,0.00022713931972268426,1.823199046985818e-05,0.00042363062811022446,0.0002894867130142411,0.03195958374034869,0.002847890102527442,2.93978103365124e-05,9.629946725712362e-06,0.002783044509851582,3.0080336534524376e-05,0.007054646604732048,9.832723365154774e-05,0.0011243885636582221,1.1270361001260383e-05,0.1094120570202901,0.0021839678224113627,3.832460518146182e-05,0.0034628520285358397,0.0005693252520968414,0.0004952640433438148,0.007573839497472883,0.005688466184690082,0.005261153742232349,0.006407030609213801,4.4162104783751806e-05,0.2910140145716035,0.17216193658856188,0.17204247663185898,0.010446761904729634,0.047799284736801166,0.32774809483001105,0.003944866145182754,0.00141207795827606,0.029592488437730345,0.00017920999274037428,0.017298741264469085,4.50438904049068e-16,0.003987707367927552
PO,0.0018288094686953042,0.0037357482180218828,0.008742918360308495,0.004147326355432276,0.00814666431240332,4.7266444187285785e-08,0.030275380187007896,0.0010699081382499226,0.0009269969703356976,1.5843228722522757e-05,0.0010639709358907805,0.0008625534928458628,0.02424886572703784,0.00844045794787506,9.1632198151717e-05,0.02772574880777809,3.634050156679578e-05,0.0004512689100895312,0.16559235068355793,9.854820177643094e-05,0.008708780298550788,0.0017768784573420112,0.0020598141378136417,0.0005030798939966535,0.0019085612145087465,0.007696370187918142,0.02161690130301519,0.00012460294218621042,0.0008411949738722773,0.0024358858238992622,0.0017409136911980135,0.0008594907714527869,0.0001664870373636909,0.018673217774281197,0.00010227993932297392,0.006550843982273494,0.07134723304090591,0.00027051200993972503,0.00010553386414327627,0.0315525339356373,0.0072461348794808375,0.2020909167844674,0.0013451194862992286,0.24564480996030622,0.018623680760597866,0.00010745894204181152,0.01161458556344703,0.01295793201629546,0.019073821873004205,0.0016383282689176612,0.01920686918723483,0.01757638685040175,0.5204878834657463,0.053910477293315516,0.03360323741022432,0.005413865480379304,0.011037246168039909,0.0005922541407663045,0.018340983492705337
GPe,0.00031068006670221306,0.0027973086226100643,0.00025140706142850246,0.007958204506397584,0.0017114587311387469,0.007691962323233694,0.00030322558805010217,0.0005116731554237406,0.0009002375679999762,0.00031939916430843496,0.0017488227947241644,0.0016056263739780315,6.91647206078802e-05,0.003818825902015901,0.0002398816511240666,0.004791084641721921,0.000226159116744301,0.03871651816859318,0.356893153354265,0.005102746979688301,0.0003013128295374381,0.004874734803393757,0.05765062873223357,0.04753188332253113,2.1094194764009206e-05,0.0005476713985463806,0.04193702612155405,8.907618539529098e-05,0.013407953410818857,0.0009593762151071071,0.007302609444854182,0.00022306751161067895,0.005651778287998886,0.02212983435120809,0.0036445090508221327,0.0008163259595506809,0.18430119916513024,3.0018203177677626e-07,1.764125975012926e-05,0.13516548332636508,0.00487115673413287,0.040873953357671085,3.865630512411736e-05,0.01644756331978538,0.07774212334362889,0.0054131688883590715,7.016333408684826e-05,7.022428843082676e-05,0.000223614441846776,0.0019614823413656238,0.00012442007847580903,4.4241511598724314e-05,0.031757494495441366,0.40824240026713693,0.010450995739090595,0.2933014198442678,0.002547181306015724,0.011339568332369371,0.002294627787968407
POL,8.539386252719391e-06,0.00016609422756362212,0.0033680238192909987,0.004374671356874222,0.003055581285257742,3.018025207254335e-13,0.01564427079684511,6.814093867141709e-05,4.1726336377300126e-05,9.85063322147445e-23,1.5424123506059987e-05,0.0002154609246065813,0.00995252128581656,0.005207516586755856,1.7297613331522547e-05,0.01072786341409811,6.80875721058047e-06,0.000212358569255419,0.025954939074155376,3.5592743093400195e-05,0.002428381679871292,0.00012289305677371459,0.00022429936930365847,0.0005175744650719523,0.0007430030036519599,0.11417487353376639,0.0255052177911135,1.4787631597823817e-06,5.349291591721257e-05,0.0004211619835327527,3.72891259333599e-05,0.00012348631109367642,5.2956193466194e-06,0.0020106264259125237,5.543411009743849e-06,0.004578520943863503,0.0007552271358718202,8.838221512854037e-05,1.2616705068795514e-05,0.0015603579700506156,0.0008514748053219255,0.031886997599243745,5.57531890115572e-06,0.022215849388320504,0.014457008943810338,3.8666824110385066e-06,0.004079614571389652,0.004340851016092979,0.008331105005321715,0.0004743509946780895,0.0024733637586064525,0.007027107574556775,0.021382336768206278,0.01732718893028964,0.037318114264250836,0.001880651760689744,0.10978281726544019,9.742880410231728e-07,0.0029516430636964065
GPi,0.00018202298363611904,0.0005880530887323727,2.166537492430915e-05,0.0010592548011860896,0.0004157838305749127,0.00024639790573027537,5.1713450755447824e-05,0.00013854645436636585,0.0002223724749236838,0.0003578236350419862,0.0014765138593635311,0.0009561530105321225,9.249114747896578e-06,0.000532073766054267,3.164571421343701e-05,0.0008641451537954904,3.0158726827605787e-05,0.012062231600434757,0.05585414708331576,0.0006759384641691845,0.0002971749339946157,0.00010189308771939823,0.0536983005808179,0.039198875200133126,4.516888958813817e-11,7.790760426397613e-05,0.00802299832619328,5.513547213129732e-05,0.0013730860646256637,0.00018608094892130818,0.004866336687431557,5.274503591039643e-05,0.0010731461188073542,0.011309762401632692,0.001959596539660488,0.00012537912375165913,0.0252924108595584,1.5708337483323117e-08,1.608752915646576e-05,0.022833846917274615,0.001013696216603247,0.006428003334528037,2.999576321460502e-05,0.002221942491671167,0.014661262978377294,0.0033775969224191242,8.181048938369053e-05,8.250131342768084e-05,2.9891275156201852e-05,0.0018176544751138139,2.169672430720184e-05,5.913907820989119e-06,0.00435891138883502,0.067014961380017,0.0018218564497570944,0.054087762471522804,0.00045341652374333093,0.0012605179594442162,0.0004284343466531425
MGm,1.6783828432409408e-05,0.00013159124046384363,0.0008026064064918624,0.003911676149850717,0.0014191463685294188,3.411325487786247e-35,0.00661658348168946,7.894909404685473e-05,2.299272877718247e-05,2.0318211127918038e-16,1.2281478010193568e-06,1.7578965668860725e-05,0.005676359826742093,0.0013659242008063222,1.0905603616759213e-05,0.0017083527259810559,4.507111553051691e-07,0.00018090252590302594,0.03303119421317831,1.9988216359119344e-06,0.00024771510310062805,0.0002650819473550077,0.00040754314431033507,0.00015073454214122403,4.161277171893029e-05,0.041078758990897635,0.05011289675056272,6.962139434517066e-06,0.00010638553640673255,0.0008732837346493476,4.821551752073584e-06,0.00019518423780818945,1.4528050879194643e-07,0.005053030007632896,4.646513025142375e-07,0.0011706699192286874,9.730559175353583e-05,4.585940112406958e-06,1.45199326450287e-05,0.00022563445148326026,0.002520538337175161,0.07317811938953213,2.536491099054378e-06,0.0497783388043296,0.020479648537514893,1.9007316849346556e-06,0.000775529733924276,0.0005219296184144042,0.003452923653104173,0.0007600931381357404,0.00016873194642484958,0.003945837641372815,0.01855945484845517,0.04055084506568581,0.013859701245503656,0.004016574612697982,0.22898162551387147,1.8206923198991828e-06,0.0027957692933695826
PS,1.8915400440413219e-06,0.011108909925906327,8.202458038660102e-05,0.0008569903607509265,0.000257469827931627,0.038474699492743715,5.053435930485401e-05,3.696377038308724e-05,2.2859885036304113e-05,1.5082514232713746e-06,2.40386547897202e-05,0.0032538331159079423,3.499442831416295e-05,0.00010812075134052054,2.95304213460206e-07,0.0001116373030740337,3.7716088922457016e-07,0.02351446231773717,0.000919840135121908,0.051825065539745405,3.086318860555029e-05,0.03963547264784339,0.0011993672483906399,0.00016777158856020057,9.035368107282271e-05,7.863310122719408e-05,0.0007444415870657037,1.1314403361323862e-06,0.052308404805829704,2.3553868852985448e-05,0.0003724863486102563,2.9372192860535348e-05,0.00046451583021473646,0.011686592680983255,5.7098898560651404e-05,1.8146437435511284e-05,7.421306216062756e-05,1.3521484980508555e-06,2.855836696938129e-05,0.0006717396031953102,0.03564121443464428,0.00010610635327412643,8.281073986860265e-05,9.499440843720578e-06,0.0022835195433327203,9.472122545478905e-05,8.982742112045547e-06,0.00011088011434421382,3.0543383030995216e-08,5.553074102077168e-05,1.9433378241726045e-05,1.5885257191491383e-07,8.810230162034814e-06,7.643311497987415e-05,0.00019265022358622575,0.00030859138808131154,0.00013376892134724262,0.03793152733506828,0.00015911426301823018
DG-mo,0.0017002584939095245,0.009448182874482139,0.007306704116475456,0.20556274968007296,5.481763206628122e-05,0.031710170194134614,0.03148437265570517,0.011451902925054313,0.019040259683389328,0.0,4.753656127841485e-06,0.006670267230164086,0.029701210121801876,0.12031839542807879,7.141878817703648e-05,0.0005796024874505895,4.68900744468665e-05,0.07909542923749259,0.009784155640802674,0.06296530815803472,0.03136701326388548,0.04582203165405972,0.02623004856081045,0.14582249669845304,0.00045959614657022736,0.002130000788638424,0.00036422047513008426,0.0010367229292585864,0.06939736652582508,0.15449495452989118,9.677529792688445e-05,0.24844643986089066,0.0,0.6313699832431696,3.806888060683907e-07,0.006295197393345778,0.0010751447509572242,2.9681377410683342e-05,0.2086698788370093,0.006848062915289667,0.07928856297765957,0.00013073632928654048,0.2611654638162663,6.330556702497903e-05,0.012340086302004566,0.0019128639036506859,0.009353101229778138,0.029138024261780734,0.004106620342667658,0.10397788827429391,0.004059641985540397,0.009996298737057582,3.644348476373459e-05,0.0007021211533060885,0.00024351978064544332,0.0009759676045146922,3.51032945551038e-05,0.03281855187524133,4.590836405395559
